CNN-INTEGRATED SPECK COMPREHENSIVE SECURITY REPORT
------------------------------------------------------------------------------------------------------------------------
Image           | Enc_T(s) | Dec_T(s) | Entp   | NPCR%  | UACI%  | PSNR   | Corr_H | Corr_V | Corr_D
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_1024_1536_size512.png | 0.0945   | 0.0866   | 7.6343 | 99.82  | 29.14  | 8.77   | -0.011 | -0.007 | 0.023 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_1024_2048_size512.png | 0.1126   | 0.1035   | 7.6435 | 99.77  | 29.70  | 8.66   | 0.004  | 0.036  | 0.027 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_1024_512_size512.png | 0.1000   | 0.0921   | 7.6277 | 99.80  | 29.25  | 8.75   | -0.011 | -0.000 | 0.030 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_1536_0_size512.png | 0.1088   | 0.1017   | 7.6349 | 99.77  | 29.56  | 8.68   | -0.023 | -0.028 | 0.005 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_1536_1024_size512.png | 0.1145   | 0.0979   | 7.6398 | 99.77  | 29.66  | 8.64   | -0.026 | 0.012  | 0.034 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_1536_1536_size512.png | 0.1147   | 0.0984   | 7.6416 | 99.79  | 29.61  | 8.66   | -0.002 | -0.013 | -0.010
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_1536_2048_size512.png | 0.1111   | 0.1044   | 7.6409 | 99.76  | 29.83  | 8.61   | -0.013 | 0.038  | 0.002 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_1536_512_size512.png | 0.1003   | 0.0924   | 7.6345 | 99.80  | 29.50  | 8.67   | -0.010 | 0.034  | 0.034 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_512_0_size512.png | 0.1000   | 0.0933   | 7.6265 | 99.81  | 29.35  | 8.71   | -0.001 | 0.022  | 0.000 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_512_1024_size512.png | 0.0987   | 0.0926   | 7.6291 | 99.80  | 29.22  | 8.75   | -0.015 | 0.005  | 0.002 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_512_1536_size512.png | 0.0996   | 0.0926   | 7.6237 | 99.81  | 29.69  | 8.60   | -0.025 | 0.034  | 0.017 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_512_2048_size512.png | 0.1169   | 0.1013   | 7.6349 | 99.78  | 29.94  | 8.56   | -0.038 | 0.015  | 0.007 
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0_512_512_size512.png | 0.1014   | 0.0936   | 7.6266 | 99.79  | 29.34  | 8.72   | -0.045 | -0.009 | 0.021 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_0_0_size512.png | 0.1026   | 0.0954   | 7.6472 | 99.80  | 29.66  | 8.62   | -0.031 | 0.009  | -0.009
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_0_1024_size512.png | 0.0937   | 0.0871   | 7.6441 | 99.82  | 29.23  | 8.71   | -0.019 | 0.004  | -0.033
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_0_1536_size512.png | 0.1008   | 0.0931   | 7.6462 | 99.80  | 29.42  | 8.68   | -0.025 | 0.016  | -0.004
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_0_2048_size512.png | 0.1153   | 0.0987   | 7.6363 | 99.79  | 29.15  | 8.81   | -0.046 | -0.008 | 0.017 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_0_2560_size512.png | 0.1057   | 0.0998   | 7.6300 | 99.78  | 30.37  | 8.45   | -0.045 | -0.003 | -0.008
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_0_3072_size512.png | 0.1010   | 0.0939   | 7.6261 | 99.79  | 30.73  | 8.31   | -0.051 | 0.000  | 0.033 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_0_3584_size512.png | 0.1081   | 0.1031   | 7.6297 | 99.77  | 30.61  | 8.38   | -0.041 | 0.031  | -0.012
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_0_512_size512.png | 0.0905   | 0.0811   | 7.6433 | 99.84  | 28.95  | 8.78   | 0.012  | 0.009  | 0.014 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1024_0_size512.png | 0.1008   | 0.0940   | 7.6461 | 99.80  | 29.02  | 8.83   | -0.020 | -0.002 | 0.027 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1024_1024_size512.png | 0.1142   | 0.0966   | 7.6325 | 99.78  | 30.53  | 8.39   | -0.050 | 0.012  | 0.013 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1024_1536_size512.png | 0.1122   | 0.0944   | 7.6300 | 99.80  | 30.37  | 8.43   | -0.042 | 0.031  | 0.007 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1024_2048_size512.png | 0.1012   | 0.0935   | 7.6329 | 99.81  | 29.77  | 8.61   | -0.046 | -0.002 | 0.011 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1024_2560_size512.png | 0.0993   | 0.0925   | 7.6368 | 99.79  | 29.62  | 8.65   | -0.062 | 0.027  | 0.018 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1024_3072_size512.png | 0.0923   | 0.0885   | 7.6298 | 99.82  | 30.13  | 8.46   | -0.030 | 0.020  | -0.003
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1024_3584_size512.png | 0.1018   | 0.0921   | 7.6252 | 99.81  | 30.73  | 8.29   | -0.051 | 0.006  | 0.077 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1024_512_size512.png | 0.1031   | 0.0952   | 7.6460 | 99.78  | 29.46  | 8.69   | 0.019  | 0.001  | 0.038 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1536_0_size512.png | 0.1088   | 0.1043   | 7.6263 | 99.76  | 30.80  | 8.32   | -0.044 | 0.029  | 0.018 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1536_1024_size512.png | 0.1156   | 0.0965   | 7.6389 | 99.79  | 29.72  | 8.63   | -0.036 | -0.002 | 0.042 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1536_1536_size512.png | 0.0969   | 0.0896   | 7.6358 | 99.82  | 29.75  | 8.60   | -0.030 | 0.025  | 0.009 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1536_2048_size512.png | 0.0950   | 0.0881   | 7.6360 | 99.81  | 29.20  | 8.76   | -0.026 | 0.035  | -0.017
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1536_2560_size512.png | 0.1147   | 0.0975   | 7.6256 | 99.79  | 30.42  | 8.42   | -0.048 | 0.032  | 0.050 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1536_3072_size512.png | 0.1020   | 0.0924   | 7.6200 | 99.81  | 31.19  | 8.18   | -0.075 | 0.031  | 0.021 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1536_3584_size512.png | 0.0981   | 0.0913   | 7.6175 | 99.81  | 30.71  | 8.30   | -0.033 | -0.001 | 0.010 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_1536_512_size512.png | 0.1151   | 0.0977   | 7.6306 | 99.79  | 30.57  | 8.38   | -0.027 | 0.006  | 0.028 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_2048_0_size512.png | 0.1155   | 0.0994   | 7.6301 | 99.78  | 30.74  | 8.32   | -0.038 | 0.003  | 0.053 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_2048_1024_size512.png | 0.1016   | 0.0930   | 7.6321 | 99.80  | 30.52  | 8.37   | -0.075 | 0.034  | 0.025 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_2048_1536_size512.png | 0.1139   | 0.0954   | 7.6356 | 99.79  | 29.77  | 8.60   | 0.002  | 0.007  | 0.024 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_2048_2048_size512.png | 0.1024   | 0.0944   | 7.6249 | 99.79  | 30.72  | 8.33   | -0.044 | 0.027  | 0.038 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_2048_2560_size512.png | 0.1061   | 0.0989   | 7.6287 | 99.78  | 30.52  | 8.40   | -0.069 | 0.005  | 0.003 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_2048_3072_size512.png | 0.1156   | 0.0983   | 7.6244 | 99.78  | 30.86  | 8.30   | -0.042 | 0.021  | 0.008 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_2048_3584_size512.png | 0.1034   | 0.0958   | 7.6215 | 99.79  | 30.76  | 8.31   | -0.033 | 0.012  | 0.029 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_2048_512_size512.png | 0.1006   | 0.0933   | 7.6216 | 99.81  | 31.20  | 8.17   | -0.071 | -0.001 | 0.020 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_512_0_size512.png | 0.1001   | 0.0931   | 7.6513 | 99.80  | 29.20  | 8.76   | 0.027  | 0.005  | 0.002 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_512_1024_size512.png | 0.1004   | 0.0907   | 7.6462 | 99.81  | 29.43  | 8.67   | -0.008 | 0.011  | 0.018 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_512_1536_size512.png | 0.1132   | 0.0971   | 7.6377 | 99.78  | 29.89  | 8.57   | -0.009 | 0.007  | 0.067 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_512_2048_size512.png | 0.1030   | 0.0949   | 7.6446 | 99.79  | 29.39  | 8.72   | -0.032 | -0.001 | -0.011
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_512_2560_size512.png | 0.1046   | 0.0930   | 7.6379 | 99.80  | 29.29  | 8.75   | -0.070 | 0.012  | 0.007 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_512_3072_size512.png | 0.0948   | 0.0902   | 7.6283 | 99.81  | 30.41  | 8.38   | -0.028 | 0.032  | 0.036 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_512_3584_size512.png | 0.1007   | 0.0927   | 7.6146 | 99.80  | 31.11  | 8.21   | -0.073 | 0.002  | 0.027 
TCGA-C8-A1HJ-DX1_xmin46412_ymin17174_MPP-0_512_512_size512.png | 0.0913   | 0.0845   | 7.6455 | 99.85  | 28.99  | 8.78   | 0.036  | 0.025  | 0.013 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_0_0_size512.png | 0.0895   | 0.0838   | 7.6325 | 99.85  | 29.00  | 8.80   | -0.083 | 0.018  | -0.009
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_0_1024_size512.png | 0.0895   | 0.0808   | 7.6187 | 99.86  | 29.04  | 8.78   | -0.064 | 0.025  | 0.014 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_0_1536_size512.png | 0.0864   | 0.0772   | 7.6117 | 99.87  | 28.49  | 8.95   | -0.071 | 0.005  | 0.022 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_0_2048_size512.png | 0.0890   | 0.0812   | 7.6234 | 99.86  | 28.72  | 8.89   | -0.112 | 0.035  | 0.023 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_0_2560_size512.png | 0.0896   | 0.0816   | 7.6366 | 99.84  | 28.26  | 9.06   | -0.065 | 0.037  | -0.007
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_0_3072_size512.png | 0.0889   | 0.0813   | 7.6168 | 99.86  | 28.78  | 8.87   | -0.071 | -0.016 | -0.001
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_0_3584_size512.png | 0.0881   | 0.0816   | 7.6246 | 99.86  | 28.30  | 9.02   | -0.074 | -0.004 | -0.011
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_0_4096_size512.png | 0.0892   | 0.0824   | 7.6233 | 99.84  | 28.78  | 8.86   | -0.065 | 0.005  | -0.009
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_0_512_size512.png | 0.0897   | 0.0837   | 7.6263 | 99.85  | 28.99  | 8.80   | -0.066 | 0.005  | 0.009 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1024_0_size512.png | 0.0929   | 0.0871   | 7.6326 | 99.82  | 29.28  | 8.74   | -0.036 | 0.055  | 0.013 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1024_1024_size512.png | 0.0854   | 0.0762   | 7.6245 | 99.89  | 28.23  | 9.03   | -0.072 | 0.005  | 0.009 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1024_1536_size512.png | 0.0851   | 0.0751   | 7.5905 | 99.89  | 28.59  | 8.89   | -0.126 | 0.028  | 0.005 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1024_2048_size512.png | 0.0846   | 0.0759   | 7.5949 | 99.90  | 28.65  | 8.87   | -0.120 | 0.023  | 0.027 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1024_2560_size512.png | 0.0874   | 0.0796   | 7.6204 | 99.87  | 28.76  | 8.86   | -0.069 | 0.022  | 0.043 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1024_3072_size512.png | 0.0896   | 0.0827   | 7.6420 | 99.85  | 28.19  | 9.08   | -0.027 | -0.002 | 0.019 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1024_3584_size512.png | 0.0922   | 0.0835   | 7.6444 | 99.83  | 29.22  | 8.74   | -0.055 | 0.053  | -0.002
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1024_4096_size512.png | 0.0962   | 0.0911   | 7.6420 | 99.82  | 29.48  | 8.68   | -0.027 | 0.033  | -0.029
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1024_512_size512.png | 0.0911   | 0.0825   | 7.6203 | 99.85  | 28.76  | 8.88   | -0.098 | 0.007  | 0.045 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1536_0_size512.png | 0.0925   | 0.0883   | 7.6309 | 99.83  | 29.66  | 8.61   | -0.055 | -0.000 | 0.049 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1536_1024_size512.png | 0.0876   | 0.0788   | 7.6119 | 99.87  | 29.20  | 8.72   | -0.086 | 0.004  | -0.002
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1536_1536_size512.png | 0.0883   | 0.0795   | 7.6230 | 99.88  | 28.18  | 9.07   | -0.094 | -0.008 | 0.028 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1536_2048_size512.png | 0.0862   | 0.0773   | 7.6117 | 99.88  | 28.34  | 8.99   | -0.104 | 0.003  | -0.012
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1536_2560_size512.png | 0.0860   | 0.0774   | 7.6296 | 99.88  | 28.33  | 9.01   | -0.091 | 0.031  | 0.025 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1536_3072_size512.png | 0.0860   | 0.0771   | 7.6311 | 99.87  | 28.09  | 9.10   | -0.079 | 0.022  | 0.009 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1536_3584_size512.png | 0.0883   | 0.0809   | 7.6438 | 99.86  | 27.80  | 9.20   | -0.041 | -0.010 | 0.034 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1536_4096_size512.png | 0.0899   | 0.0807   | 7.6401 | 99.85  | 28.67  | 8.90   | -0.081 | 0.018  | 0.031 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_1536_512_size512.png | 0.1147   | 0.0807   | 7.6351 | 99.87  | 28.38  | 8.99   | -0.054 | 0.034  | 0.014 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2048_0_size512.png | 0.0907   | 0.0837   | 7.6340 | 99.84  | 28.94  | 8.85   | -0.056 | 0.039  | 0.015 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2048_1024_size512.png | 0.0862   | 0.0778   | 7.6207 | 99.87  | 28.39  | 8.97   | -0.080 | 0.011  | 0.005 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2048_1536_size512.png | 0.0892   | 0.0803   | 7.6335 | 99.86  | 28.04  | 9.11   | -0.089 | 0.007  | 0.002 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2048_2048_size512.png | 0.0847   | 0.0760   | 7.6108 | 99.89  | 28.46  | 8.93   | -0.105 | 0.005  | 0.003 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2048_2560_size512.png | 0.0891   | 0.0808   | 7.6218 | 99.87  | 29.69  | 8.58   | -0.051 | 0.009  | 0.039 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2048_3072_size512.png | 0.0861   | 0.0785   | 7.6126 | 99.87  | 29.23  | 8.71   | -0.083 | -0.027 | 0.010 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2048_3584_size512.png | 0.0864   | 0.0770   | 7.6164 | 99.87  | 28.70  | 8.89   | -0.101 | -0.023 | 0.004 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2048_4096_size512.png | 0.0895   | 0.0835   | 7.6181 | 99.87  | 29.66  | 8.59   | -0.093 | 0.018  | 0.026 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2048_512_size512.png | 0.0904   | 0.0815   | 7.6285 | 99.86  | 28.59  | 8.94   | -0.071 | 0.031  | 0.005 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2560_0_size512.png | 0.0920   | 0.0905   | 7.6246 | 99.83  | 30.08  | 8.48   | -0.057 | 0.005  | 0.027 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2560_1024_size512.png | 0.0900   | 0.0826   | 7.6304 | 99.84  | 29.43  | 8.67   | -0.033 | 0.039  | 0.023 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2560_1536_size512.png | 0.0892   | 0.0819   | 7.6309 | 99.85  | 30.10  | 8.45   | -0.064 | 0.027  | -0.001
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2560_2048_size512.png | 0.0889   | 0.0817   | 7.6267 | 99.85  | 29.89  | 8.52   | -0.097 | 0.026  | 0.030 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2560_2560_size512.png | 0.0860   | 0.0770   | 7.6187 | 99.88  | 28.71  | 8.86   | -0.095 | -0.004 | 0.008 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2560_3072_size512.png | 0.0892   | 0.0816   | 7.6253 | 99.85  | 28.97  | 8.82   | -0.078 | 0.015  | 0.032 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2560_3584_size512.png | 0.0892   | 0.0805   | 7.6103 | 99.86  | 28.89  | 8.82   | -0.097 | 0.026  | 0.027 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2560_4096_size512.png | 0.0888   | 0.0823   | 7.6406 | 99.85  | 28.03  | 9.12   | -0.064 | 0.011  | -0.007
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_2560_512_size512.png | 0.0926   | 0.0915   | 7.6220 | 99.82  | 29.62  | 8.62   | -0.046 | 0.052  | 0.020 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3072_0_size512.png | 0.0999   | 0.0927   | 7.6256 | 99.80  | 30.64  | 8.33   | -0.056 | -0.014 | 0.032 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3072_1024_size512.png | 0.0906   | 0.0824   | 7.6269 | 99.84  | 29.55  | 8.63   | -0.083 | -0.011 | -0.008
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3072_1536_size512.png | 0.0862   | 0.0787   | 7.6288 | 99.88  | 28.55  | 8.92   | -0.082 | 0.026  | 0.023 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3072_2048_size512.png | 0.0854   | 0.0747   | 7.6225 | 99.88  | 28.36  | 8.98   | -0.083 | 0.015  | 0.008 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3072_2560_size512.png | 0.0859   | 0.0779   | 7.5841 | 99.87  | 29.11  | 8.73   | -0.111 | 0.033  | 0.047 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3072_3072_size512.png | 0.0853   | 0.0782   | 7.5907 | 99.88  | 28.99  | 8.76   | -0.155 | 0.035  | 0.043 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3072_3584_size512.png | 0.0856   | 0.0765   | 7.6087 | 99.88  | 28.74  | 8.86   | -0.102 | -0.011 | 0.028 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3072_4096_size512.png | 0.0911   | 0.0815   | 7.6321 | 99.85  | 28.48  | 8.97   | -0.081 | 0.018  | 0.023 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3072_512_size512.png | 0.0941   | 0.0884   | 7.6247 | 99.81  | 29.63  | 8.62   | -0.085 | 0.054  | -0.020
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3584_0_size512.png | 0.0936   | 0.0900   | 7.6283 | 99.82  | 30.48  | 8.37   | -0.049 | 0.010  | 0.008 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3584_1024_size512.png | 0.0940   | 0.0880   | 7.6213 | 99.82  | 30.40  | 8.39   | -0.080 | 0.025  | -0.001
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3584_1536_size512.png | 0.0869   | 0.0774   | 7.6300 | 99.87  | 28.34  | 8.99   | -0.056 | 0.020  | 0.020 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3584_2048_size512.png | 0.0888   | 0.0797   | 7.6268 | 99.86  | 28.00  | 9.14   | -0.093 | 0.009  | 0.014 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3584_2560_size512.png | 0.0877   | 0.0795   | 7.6031 | 99.87  | 28.64  | 8.90   | -0.108 | 0.016  | 0.042 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3584_3072_size512.png | 0.0863   | 0.0798   | 7.6103 | 99.88  | 28.76  | 8.86   | -0.071 | 0.009  | 0.036 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3584_3584_size512.png | 0.0881   | 0.0815   | 7.6137 | 99.87  | 28.83  | 8.85   | -0.134 | 0.016  | 0.010 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3584_4096_size512.png | 0.0861   | 0.0773   | 7.6111 | 99.88  | 29.00  | 8.77   | -0.102 | 0.008  | 0.017 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_3584_512_size512.png | 0.1003   | 0.0923   | 7.6243 | 99.81  | 30.66  | 8.32   | -0.030 | 0.013  | -0.037
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4096_0_size512.png | 0.0923   | 0.0869   | 7.6214 | 99.83  | 30.64  | 8.31   | -0.083 | -0.023 | 0.042 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4096_1024_size512.png | 0.1007   | 0.0928   | 7.6249 | 99.80  | 30.24  | 8.44   | -0.064 | 0.007  | 0.028 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4096_1536_size512.png | 0.0999   | 0.0926   | 7.6245 | 99.80  | 30.68  | 8.33   | -0.064 | 0.035  | 0.029 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4096_2048_size512.png | 0.0918   | 0.0843   | 7.6186 | 99.82  | 29.83  | 8.56   | -0.086 | 0.025  | 0.011 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4096_2560_size512.png | 0.0910   | 0.0829   | 7.6229 | 99.83  | 29.27  | 8.73   | -0.090 | 0.007  | 0.017 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4096_3072_size512.png | 0.0863   | 0.0773   | 7.6053 | 99.87  | 29.15  | 8.72   | -0.110 | 0.011  | 0.029 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4096_3584_size512.png | 0.0876   | 0.0784   | 7.6018 | 99.86  | 29.61  | 8.57   | -0.093 | 0.004  | -0.027
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4096_4096_size512.png | 0.0874   | 0.0785   | 7.6195 | 99.87  | 28.74  | 8.87   | -0.080 | 0.037  | 0.003 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4096_512_size512.png | 0.0976   | 0.0903   | 7.6304 | 99.80  | 29.95  | 8.53   | -0.047 | -0.016 | 0.004 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4608_0_size512.png | 0.0911   | 0.0859   | 7.6320 | 99.83  | 30.23  | 8.43   | -0.069 | 0.030  | 0.003 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4608_1024_size512.png | 0.0940   | 0.0900   | 7.6293 | 99.82  | 30.35  | 8.40   | -0.060 | 0.038  | 0.003 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4608_1536_size512.png | 0.0968   | 0.0907   | 7.6252 | 99.81  | 30.74  | 8.29   | -0.061 | 0.021  | 0.029 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4608_2048_size512.png | 0.0881   | 0.0811   | 7.6024 | 99.86  | 31.04  | 8.17   | -0.079 | 0.020  | 0.055 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4608_2560_size512.png | 0.0921   | 0.0850   | 7.6155 | 99.83  | 30.04  | 8.48   | -0.087 | 0.008  | 0.001 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4608_3072_size512.png | 0.0893   | 0.0792   | 7.6091 | 99.85  | 29.99  | 8.47   | -0.117 | 0.033  | 0.028 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4608_3584_size512.png | 0.0863   | 0.0769   | 7.5954 | 99.88  | 29.41  | 8.63   | -0.128 | 0.020  | -0.014
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4608_4096_size512.png | 0.0877   | 0.0793   | 7.6100 | 99.87  | 29.12  | 8.74   | -0.075 | 0.011  | 0.016 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_4608_512_size512.png | 0.0948   | 0.0899   | 7.6119 | 99.81  | 30.85  | 8.25   | -0.072 | 0.010  | 0.021 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5120_0_size512.png | 0.0885   | 0.0831   | 7.6332 | 99.86  | 29.52  | 8.61   | -0.035 | 0.026  | -0.005
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5120_1024_size512.png | 0.0932   | 0.0870   | 7.6198 | 99.83  | 30.81  | 8.25   | -0.049 | 0.020  | 0.005 
